States,Regions,latitude,longitude,Date,consumption
Punjab,NR,31.51997398,75.98000281,01-02-2019,119.9
Haryana,NR,28.45000633,77.01999101,01-02-2019,130.3
Rajasthan,NR,26.44999921,74.63998124,01-02-2019,234.1
Delhi,NR,28.6699929,77.23000403,01-02-2019,85.8
UP,NR,27.59998069,78.05000565,01-02-2019,313.9
Uttarakhand,NR,30.32040895,78.05000565,01-02-2019,40.7
HP,NR,31.10002545,77.16659704,01-02-2019,30
J&K,NR,33.45,76.24,01-02-2019,52.5
Chandigarh,NR,30.71999697,76.78000565,01-02-2019,5
Chhattisgarh,WR,22.09042035,82.15998734,01-02-2019,78.7
Gujarat,WR,22.2587,71.1924,01-02-2019,319.5
MP,WR,21.30039105,76.13001949,01-02-2019,253
Maharashtra,WR,19.25023195,73.16017493,01-02-2019,428.6
Goa,WR,15.491997,73.81800065,01-02-2019,12.8
DNH,WR,20.26657819,73.0166178,01-02-2019,18.6
Andhra Pradesh,SR,14.7504291,78.57002559,01-02-2019,164.6
Telangana,SR,18.1124,79.0193,01-02-2019,204.2
Karnataka,SR,12.57038129,76.91999711,01-02-2019,206.3
Kerala,SR,8.900372741,76.56999263,01-02-2019,72.7
Tamil Nadu,SR,12.92038576,79.15004187,01-02-2019,268.3
Pondy,SR,11.93499371,79.83000037,01-02-2019,6.3
Bihar,ER,25.78541445,87.4799727,01-02-2019,82.3
Jharkhand,ER,23.80039349,86.41998572,01-02-2019,24.8
Odisha,ER,19.82042971,85.90001746,01-02-2019,70.2
West Bengal,ER,22.58039044,88.32994665,01-02-2019,108.2
Sikkim,ER,27.3333303,88.6166475,01-02-2019,2
Arunachal Pradesh,NER,27.10039878,93.61660071,01-02-2019,2.1
Assam,NER,26.7499809,94.21666744,01-02-2019,21.7
Manipur,NER,24.79997072,93.95001705,01-02-2019,2.7
Meghalaya,NER,25.57049217,91.8800142,01-02-2019,6.1
Mizoram,NER,23.71039899,92.72001461,01-02-2019,1.9
Nagaland,NER,25.6669979,94.11657019,01-02-2019,2.2
Tripura,NER,23.83540428,91.27999914,01-02-2019,3.4
Punjab,NR,31.51997398,75.98000281,01-03-2019,121.9
Haryana,NR,28.45000633,77.01999101,01-03-2019,133.5
Rajasthan,NR,26.44999921,74.63998124,01-03-2019,240.2
Delhi,NR,28.6699929,77.23000403,01-03-2019,85.5
UP,NR,27.59998069,78.05000565,01-03-2019,311.8
Uttarakhand,NR,30.32040895,78.05000565,01-03-2019,39.3
HP,NR,31.10002545,77.16659704,01-03-2019,30.1
J&K,NR,33.45,76.24,01-03-2019,54.1
Chandigarh,NR,30.71999697,76.78000565,01-03-2019,4.9
Chhattisgarh,WR,22.09042035,82.15998734,01-03-2019,78.8
Gujarat,WR,22.2587,71.1924,01-03-2019,316.7
MP,WR,21.30039105,76.13001949,01-03-2019,253.6
Maharashtra,WR,19.25023195,73.16017493,01-03-2019,419.6
Goa,WR,15.491997,73.81800065,01-03-2019,13.7
DNH,WR,20.26657819,73.0166178,01-03-2019,18.2
Andhra Pradesh,SR,14.7504291,78.57002559,01-03-2019,170.1
Telangana,SR,18.1124,79.0193,01-03-2019,204.5
Karnataka,SR,12.57038129,76.91999711,01-03-2019,212.2
Kerala,SR,8.900372741,76.56999263,01-03-2019,73.6
Tamil Nadu,SR,12.92038576,79.15004187,01-03-2019,285.2
Pondy,SR,11.93499371,79.83000037,01-03-2019,6.5
Bihar,ER,25.78541445,87.4799727,01-03-2019,82
Jharkhand,ER,23.80039349,86.41998572,01-03-2019,25.6
Odisha,ER,19.82042971,85.90001746,01-03-2019,67.9
West Bengal,ER,22.58039044,88.32994665,01-03-2019,110.2
Sikkim,ER,27.3333303,88.6166475,01-03-2019,1.9
Arunachal Pradesh,NER,27.10039878,93.61660071,01-03-2019,2.2
Assam,NER,26.7499809,94.21666744,01-03-2019,23.4
Manipur,NER,24.79997072,93.95001705,01-03-2019,2.4
Meghalaya,NER,25.57049217,91.8800142,01-03-2019,6.5
Mizoram,NER,23.71039899,92.72001461,01-03-2019,1.8
Nagaland,NER,25.6669979,94.11657019,01-03-2019,2.2
Tripura,NER,23.83540428,91.27999914,01-03-2019,3.6
Punjab,NR,31.51997398,75.98000281,01-04-2019,118.8
Haryana,NR,28.45000633,77.01999101,01-04-2019,128.2
Rajasthan,NR,26.44999921,74.63998124,01-04-2019,239.8
Delhi,NR,28.6699929,77.23000403,01-04-2019,83.5
UP,NR,27.59998069,78.05000565,01-04-2019,320.7
Uttarakhand,NR,30.32040895,78.05000565,01-04-2019,38.1
HP,NR,31.10002545,77.16659704,01-04-2019,30.1
J&K,NR,33.45,76.24,01-04-2019,53.2
Chandigarh,NR,30.71999697,76.78000565,01-04-2019,4.8
Chhattisgarh,WR,22.09042035,82.15998734,01-04-2019,74.8
Gujarat,WR,22.2587,71.1924,01-04-2019,301.9
MP,WR,21.30039105,76.13001949,01-04-2019,239.3
Maharashtra,WR,19.25023195,73.16017493,01-04-2019,395.8
Goa,WR,15.491997,73.81800065,01-04-2019,12.6
DNH,WR,20.26657819,73.0166178,01-04-2019,16.7
Andhra Pradesh,SR,14.7504291,78.57002559,01-04-2019,165.2
Telangana,SR,18.1124,79.0193,01-04-2019,201.2
Karnataka,SR,12.57038129,76.91999711,01-04-2019,205.3
Kerala,SR,8.900372741,76.56999263,01-04-2019,73.4
Tamil Nadu,SR,12.92038576,79.15004187,01-04-2019,270.3
Pondy,SR,11.93499371,79.83000037,01-04-2019,6.4
Bihar,ER,25.78541445,87.4799727,01-04-2019,82.9
Jharkhand,ER,23.80039349,86.41998572,01-04-2019,26.3
Odisha,ER,19.82042971,85.90001746,01-04-2019,66.3
West Bengal,ER,22.58039044,88.32994665,01-04-2019,106.8
Sikkim,ER,27.3333303,88.6166475,01-04-2019,1.7
Arunachal Pradesh,NER,27.10039878,93.61660071,01-04-2019,2.2
Assam,NER,26.7499809,94.21666744,01-04-2019,21.7
Manipur,NER,24.79997072,93.95001705,01-04-2019,2.4
Meghalaya,NER,25.57049217,91.8800142,01-04-2019,6.3
Mizoram,NER,23.71039899,92.72001461,01-04-2019,1.7
Nagaland,NER,25.6669979,94.11657019,01-04-2019,2.2
Tripura,NER,23.83540428,91.27999914,01-04-2019,3.5
Punjab,NR,31.51997398,75.98000281,01-05-2019,121
Haryana,NR,28.45000633,77.01999101,01-05-2019,127.5
Rajasthan,NR,26.44999921,74.63998124,01-05-2019,239.1
Delhi,NR,28.6699929,77.23000403,01-05-2019,79.2
UP,NR,27.59998069,78.05000565,01-05-2019,299
Uttarakhand,NR,30.32040895,78.05000565,01-05-2019,39.2
HP,NR,31.10002545,77.16659704,01-05-2019,30.2
J&K,NR,33.45,76.24,01-05-2019,51.5
Chandigarh,NR,30.71999697,76.78000565,01-05-2019,4.3
Chhattisgarh,WR,22.09042035,82.15998734,01-05-2019,69
Gujarat,WR,22.2587,71.1924,01-05-2019,313.2
MP,WR,21.30039105,76.13001949,01-05-2019,228.2
Maharashtra,WR,19.25023195,73.16017493,01-05-2019,411.1
Goa,WR,15.491997,73.81800065,01-05-2019,13
DNH,WR,20.26657819,73.0166178,01-05-2019,17.6
Andhra Pradesh,SR,14.7504291,78.57002559,01-05-2019,167.4
Telangana,SR,18.1124,79.0193,01-05-2019,201.7
Karnataka,SR,12.57038129,76.91999711,01-05-2019,212.4
Kerala,SR,8.900372741,76.56999263,01-05-2019,75.4
Tamil Nadu,SR,12.92038576,79.15004187,01-05-2019,286.8
Pondy,SR,11.93499371,79.83000037,01-05-2019,6.6
Bihar,ER,25.78541445,87.4799727,01-05-2019,77
Jharkhand,ER,23.80039349,86.41998572,01-05-2019,23
Odisha,ER,19.82042971,85.90001746,01-05-2019,65.8
West Bengal,ER,22.58039044,88.32994665,01-05-2019,107
Sikkim,ER,27.3333303,88.6166475,01-05-2019,2
Arunachal Pradesh,NER,27.10039878,93.61660071,01-05-2019,2.2
Assam,NER,26.7499809,94.21666744,01-05-2019,22.5
Manipur,NER,24.79997072,93.95001705,01-05-2019,2.7
Meghalaya,NER,25.57049217,91.8800142,01-05-2019,5.7
Mizoram,NER,23.71039899,92.72001461,01-05-2019,1.8
Nagaland,NER,25.6669979,94.11657019,01-05-2019,2.3
Tripura,NER,23.83540428,91.27999914,01-05-2019,3.5
Punjab,NR,31.51997398,75.98000281,01-06-2019,121.4
Haryana,NR,28.45000633,77.01999101,01-06-2019,132.6
Rajasthan,NR,26.44999921,74.63998124,01-06-2019,240.4
Delhi,NR,28.6699929,77.23000403,01-06-2019,76.6
UP,NR,27.59998069,78.05000565,01-06-2019,286.8
Uttarakhand,NR,30.32040895,78.05000565,01-06-2019,39.2
HP,NR,31.10002545,77.16659704,01-06-2019,31
J&K,NR,33.45,76.24,01-06-2019,53.2
Chandigarh,NR,30.71999697,76.78000565,01-06-2019,4.3
Chhattisgarh,WR,22.09042035,82.15998734,01-06-2019,68.1
Gujarat,WR,22.2587,71.1924,01-06-2019,320.7
MP,WR,21.30039105,76.13001949,01-06-2019,227.4
Maharashtra,WR,19.25023195,73.16017493,01-06-2019,408.6
Goa,WR,15.491997,73.81800065,01-06-2019,12.9
DNH,WR,20.26657819,73.0166178,01-06-2019,18.6
Andhra Pradesh,SR,14.7504291,78.57002559,01-06-2019,171.2
Telangana,SR,18.1124,79.0193,01-06-2019,194.9
Karnataka,SR,12.57038129,76.91999711,01-06-2019,217.5
Kerala,SR,8.900372741,76.56999263,01-06-2019,75.4
Tamil Nadu,SR,12.92038576,79.15004187,01-06-2019,298.3
Pondy,SR,11.93499371,79.83000037,01-06-2019,7.2
Bihar,ER,25.78541445,87.4799727,01-06-2019,76.4
Jharkhand,ER,23.80039349,86.41998572,01-06-2019,22.6
Odisha,ER,19.82042971,85.90001746,01-06-2019,62.9
West Bengal,ER,22.58039044,88.32994665,01-06-2019,106.4
Sikkim,ER,27.3333303,88.6166475,01-06-2019,2
Arunachal Pradesh,NER,27.10039878,93.61660071,01-06-2019,2.2
Assam,NER,26.7499809,94.21666744,01-06-2019,21.7
Manipur,NER,24.79997072,93.95001705,01-06-2019,2.7
Meghalaya,NER,25.57049217,91.8800142,01-06-2019,6.2
Mizoram,NER,23.71039899,92.72001461,01-06-2019,1.9
Nagaland,NER,25.6669979,94.11657019,01-06-2019,2.3
Tripura,NER,23.83540428,91.27999914,01-06-2019,3.3
Punjab,NR,31.51997398,75.98000281,01-07-2019,118
Haryana,NR,28.45000633,77.01999101,01-07-2019,132.1
Rajasthan,NR,26.44999921,74.63998124,01-07-2019,241.9
Delhi,NR,28.6699929,77.23000403,01-07-2019,71.1
UP,NR,27.59998069,78.05000565,01-07-2019,294.2
Uttarakhand,NR,30.32040895,78.05000565,01-07-2019,40.1
HP,NR,31.10002545,77.16659704,01-07-2019,30.1
J&K,NR,33.45,76.24,01-07-2019,53.3
Chandigarh,NR,30.71999697,76.78000565,01-07-2019,4
Chhattisgarh,WR,22.09042035,82.15998734,01-07-2019,73.1
Gujarat,WR,22.2587,71.1924,01-07-2019,319.4
MP,WR,21.30039105,76.13001949,01-07-2019,230.3
Maharashtra,WR,19.25023195,73.16017493,01-07-2019,408.1
Goa,WR,15.491997,73.81800065,01-07-2019,12.7
DNH,WR,20.26657819,73.0166178,01-07-2019,18.3
Andhra Pradesh,SR,14.7504291,78.57002559,01-07-2019,166.4
Telangana,SR,18.1124,79.0193,01-07-2019,191.9
Karnataka,SR,12.57038129,76.91999711,01-07-2019,217.4
Kerala,SR,8.900372741,76.56999263,01-07-2019,74.9
Tamil Nadu,SR,12.92038576,79.15004187,01-07-2019,294.2
Pondy,SR,11.93499371,79.83000037,01-07-2019,7
Bihar,ER,25.78541445,87.4799727,01-07-2019,75.3
Jharkhand,ER,23.80039349,86.41998572,01-07-2019,23.9
Odisha,ER,19.82042971,85.90001746,01-07-2019,64
West Bengal,ER,22.58039044,88.32994665,01-07-2019,109.3
Sikkim,ER,27.3333303,88.6166475,01-07-2019,1.5
Arunachal Pradesh,NER,27.10039878,93.61660071,01-07-2019,2.2
Assam,NER,26.7499809,94.21666744,01-07-2019,21.4
Manipur,NER,24.79997072,93.95001705,01-07-2019,2.5
Meghalaya,NER,25.57049217,91.8800142,01-07-2019,6.1
Mizoram,NER,23.71039899,92.72001461,01-07-2019,1.8
Nagaland,NER,25.6669979,94.11657019,01-07-2019,2.3
Tripura,NER,23.83540428,91.27999914,01-07-2019,3.3
Punjab,NR,31.51997398,75.98000281,01-08-2019,107.5
Haryana,NR,28.45000633,77.01999101,01-08-2019,121.4
Rajasthan,NR,26.44999921,74.63998124,01-08-2019,237.2
Delhi,NR,28.6699929,77.23000403,01-08-2019,69
UP,NR,27.59998069,78.05000565,01-08-2019,289.4
Uttarakhand,NR,30.32040895,78.05000565,01-08-2019,37
HP,NR,31.10002545,77.16659704,01-08-2019,29.2
J&K,NR,33.45,76.24,01-08-2019,51.2
Chandigarh,NR,30.71999697,76.78000565,01-08-2019,3.8
Chhattisgarh,WR,22.09042035,82.15998734,01-08-2019,74.2
Gujarat,WR,22.2587,71.1924,01-08-2019,307.9
MP,WR,21.30039105,76.13001949,01-08-2019,228.8
Maharashtra,WR,19.25023195,73.16017493,01-08-2019,398.2
Goa,WR,15.491997,73.81800065,01-08-2019,10.9
DNH,WR,20.26657819,73.0166178,01-08-2019,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,01-08-2019,160.8
Telangana,SR,18.1124,79.0193,01-08-2019,190.8
Karnataka,SR,12.57038129,76.91999711,01-08-2019,201
Kerala,SR,8.900372741,76.56999263,01-08-2019,68.2
Tamil Nadu,SR,12.92038576,79.15004187,01-08-2019,279.2
Pondy,SR,11.93499371,79.83000037,01-08-2019,6.5
Bihar,ER,25.78541445,87.4799727,01-08-2019,76.2
Jharkhand,ER,23.80039349,86.41998572,01-08-2019,23.3
Odisha,ER,19.82042971,85.90001746,01-08-2019,63.6
West Bengal,ER,22.58039044,88.32994665,01-08-2019,102.9
Sikkim,ER,27.3333303,88.6166475,01-08-2019,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,01-08-2019,2.3
Assam,NER,26.7499809,94.21666744,01-08-2019,20.7
Manipur,NER,24.79997072,93.95001705,01-08-2019,2.6
Meghalaya,NER,25.57049217,91.8800142,01-08-2019,6.2
Mizoram,NER,23.71039899,92.72001461,01-08-2019,1.8
Nagaland,NER,25.6669979,94.11657019,01-08-2019,2.1
Tripura,NER,23.83540428,91.27999914,01-08-2019,3.3
Punjab,NR,31.51997398,75.98000281,01-09-2019,132.5
Haryana,NR,28.45000633,77.01999101,01-09-2019,148.2
Rajasthan,NR,26.44999921,74.63998124,01-09-2019,197
Delhi,NR,28.6699929,77.23000403,01-09-2019,89.2
UP,NR,27.59998069,78.05000565,01-09-2019,258.6
Uttarakhand,NR,30.32040895,78.05000565,01-09-2019,35.9
HP,NR,31.10002545,77.16659704,01-09-2019,25.3
J&K,NR,33.45,76.24,01-09-2019,37.9
Chandigarh,NR,30.71999697,76.78000565,01-09-2019,3.9
Chhattisgarh,WR,22.09042035,82.15998734,01-09-2019,77.2
Gujarat,WR,22.2587,71.1924,01-09-2019,260
MP,WR,21.30039105,76.13001949,01-09-2019,162.5
Maharashtra,WR,19.25023195,73.16017493,01-09-2019,400.9
Goa,WR,15.491997,73.81800065,01-09-2019,12.1
DNH,WR,20.26657819,73.0166178,01-09-2019,18
Andhra Pradesh,SR,14.7504291,78.57002559,01-09-2019,163
Telangana,SR,18.1124,79.0193,01-09-2019,167.5
Karnataka,SR,12.57038129,76.91999711,01-09-2019,173.6
Kerala,SR,8.900372741,76.56999263,01-09-2019,67.9
Tamil Nadu,SR,12.92038576,79.15004187,01-09-2019,280.4
Pondy,SR,11.93499371,79.83000037,01-09-2019,7.6
Bihar,ER,25.78541445,87.4799727,01-09-2019,56.4
Jharkhand,ER,23.80039349,86.41998572,01-09-2019,19.2
Odisha,ER,19.82042971,85.90001746,01-09-2019,86.6
West Bengal,ER,22.58039044,88.32994665,01-09-2019,131.7
Sikkim,ER,27.3333303,88.6166475,01-09-2019,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,01-09-2019,2.1
Assam,NER,26.7499809,94.21666744,01-09-2019,25.8
Manipur,NER,24.79997072,93.95001705,01-09-2019,2.3
Meghalaya,NER,25.57049217,91.8800142,01-09-2019,6
Mizoram,NER,23.71039899,92.72001461,01-09-2019,1.7
Nagaland,NER,25.6669979,94.11657019,01-09-2019,2.4
Tripura,NER,23.83540428,91.27999914,01-09-2019,4.2
Punjab,NR,31.51997398,75.98000281,01-10-2019,131.5
Haryana,NR,28.45000633,77.01999101,01-10-2019,157
Rajasthan,NR,26.44999921,74.63998124,01-10-2019,199.9
Delhi,NR,28.6699929,77.23000403,01-10-2019,92.8
UP,NR,27.59998069,78.05000565,01-10-2019,284.2
Uttarakhand,NR,30.32040895,78.05000565,01-10-2019,35.3
HP,NR,31.10002545,77.16659704,01-10-2019,26.5
J&K,NR,33.45,76.24,01-10-2019,31.7
Chandigarh,NR,30.71999697,76.78000565,01-10-2019,3.9
Chhattisgarh,WR,22.09042035,82.15998734,01-10-2019,79
Gujarat,WR,22.2587,71.1924,01-10-2019,268.3
MP,WR,21.30039105,76.13001949,01-10-2019,159.6
Maharashtra,WR,19.25023195,73.16017493,01-10-2019,409.7
Goa,WR,15.491997,73.81800065,01-10-2019,12.1
DNH,WR,20.26657819,73.0166178,01-10-2019,17.8
Andhra Pradesh,SR,14.7504291,78.57002559,01-10-2019,168.8
Telangana,SR,18.1124,79.0193,01-10-2019,173.4
Karnataka,SR,12.57038129,76.91999711,01-10-2019,176
Kerala,SR,8.900372741,76.56999263,01-10-2019,68.9
Tamil Nadu,SR,12.92038576,79.15004187,01-10-2019,290.8
Pondy,SR,11.93499371,79.83000037,01-10-2019,7.9
Bihar,ER,25.78541445,87.4799727,01-10-2019,69.9
Jharkhand,ER,23.80039349,86.41998572,01-10-2019,21.8
Odisha,ER,19.82042971,85.90001746,01-10-2019,78.8
West Bengal,ER,22.58039044,88.32994665,01-10-2019,140.1
Sikkim,ER,27.3333303,88.6166475,01-10-2019,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,01-10-2019,2.1
Assam,NER,26.7499809,94.21666744,01-10-2019,25.8
Manipur,NER,24.79997072,93.95001705,01-10-2019,2.4
Meghalaya,NER,25.57049217,91.8800142,01-10-2019,6.2
Mizoram,NER,23.71039899,92.72001461,01-10-2019,1.7
Nagaland,NER,25.6669979,94.11657019,01-10-2019,2.1
Tripura,NER,23.83540428,91.27999914,01-10-2019,4.3
Punjab,NR,31.51997398,75.98000281,01-11-2019,130.3
Haryana,NR,28.45000633,77.01999101,01-11-2019,145.3
Rajasthan,NR,26.44999921,74.63998124,01-11-2019,187.7
Delhi,NR,28.6699929,77.23000403,01-11-2019,79.5
UP,NR,27.59998069,78.05000565,01-11-2019,281.4
Uttarakhand,NR,30.32040895,78.05000565,01-11-2019,30.1
HP,NR,31.10002545,77.16659704,01-11-2019,23.9
J&K,NR,33.45,76.24,01-11-2019,37.3
Chandigarh,NR,30.71999697,76.78000565,01-11-2019,3.4
Chhattisgarh,WR,22.09042035,82.15998734,01-11-2019,80.7
Gujarat,WR,22.2587,71.1924,01-11-2019,275
MP,WR,21.30039105,76.13001949,01-11-2019,154.3
Maharashtra,WR,19.25023195,73.16017493,01-11-2019,405.2
Goa,WR,15.491997,73.81800065,01-11-2019,12.1
DNH,WR,20.26657819,73.0166178,01-11-2019,16.9
Andhra Pradesh,SR,14.7504291,78.57002559,01-11-2019,167.7
Telangana,SR,18.1124,79.0193,01-11-2019,166.7
Karnataka,SR,12.57038129,76.91999711,01-11-2019,157
Kerala,SR,8.900372741,76.56999263,01-11-2019,67.4
Tamil Nadu,SR,12.92038576,79.15004187,01-11-2019,270.5
Pondy,SR,11.93499371,79.83000037,01-11-2019,7.1
Bihar,ER,25.78541445,87.4799727,01-11-2019,76.2
Jharkhand,ER,23.80039349,86.41998572,01-11-2019,23.3
Odisha,ER,19.82042971,85.90001746,01-11-2019,78.4
West Bengal,ER,22.58039044,88.32994665,01-11-2019,149.8
Sikkim,ER,27.3333303,88.6166475,01-11-2019,0.8
Arunachal Pradesh,NER,27.10039878,93.61660071,01-11-2019,2.1
Assam,NER,26.7499809,94.21666744,01-11-2019,27.9
Manipur,NER,24.79997072,93.95001705,01-11-2019,2.4
Meghalaya,NER,25.57049217,91.8800142,01-11-2019,6.2
Mizoram,NER,23.71039899,92.72001461,01-11-2019,1.8
Nagaland,NER,25.6669979,94.11657019,01-11-2019,2.1
Tripura,NER,23.83540428,91.27999914,01-11-2019,4.3
Punjab,NR,31.51997398,75.98000281,01-12-2019,137.9
Haryana,NR,28.45000633,77.01999101,01-12-2019,151.9
Rajasthan,NR,26.44999921,74.63998124,01-12-2019,189.9
Delhi,NR,28.6699929,77.23000403,01-12-2019,92.6
UP,NR,27.59998069,78.05000565,01-12-2019,298.6
Uttarakhand,NR,30.32040895,78.05000565,01-12-2019,34.7
HP,NR,31.10002545,77.16659704,01-12-2019,26.4
J&K,NR,33.45,76.24,01-12-2019,34.6
Chandigarh,NR,30.71999697,76.78000565,01-12-2019,4
Chhattisgarh,WR,22.09042035,82.15998734,01-12-2019,85.2
Gujarat,WR,22.2587,71.1924,01-12-2019,294.1
MP,WR,21.30039105,76.13001949,01-12-2019,161.1
Maharashtra,WR,19.25023195,73.16017493,01-12-2019,421.8
Goa,WR,15.491997,73.81800065,01-12-2019,12.2
DNH,WR,20.26657819,73.0166178,01-12-2019,17.6
Andhra Pradesh,SR,14.7504291,78.57002559,01-12-2019,168.1
Telangana,SR,18.1124,79.0193,01-12-2019,173.2
Karnataka,SR,12.57038129,76.91999711,01-12-2019,163.5
Kerala,SR,8.900372741,76.56999263,01-12-2019,69.9
Tamil Nadu,SR,12.92038576,79.15004187,01-12-2019,298.4
Pondy,SR,11.93499371,79.83000037,01-12-2019,8
Bihar,ER,25.78541445,87.4799727,01-12-2019,82.3
Jharkhand,ER,23.80039349,86.41998572,01-12-2019,24.3
Odisha,ER,19.82042971,85.90001746,01-12-2019,82.4
West Bengal,ER,22.58039044,88.32994665,01-12-2019,154.7
Sikkim,ER,27.3333303,88.6166475,01-12-2019,1
Arunachal Pradesh,NER,27.10039878,93.61660071,01-12-2019,2.1
Assam,NER,26.7499809,94.21666744,01-12-2019,30.1
Manipur,NER,24.79997072,93.95001705,01-12-2019,2.5
Meghalaya,NER,25.57049217,91.8800142,01-12-2019,6
Mizoram,NER,23.71039899,92.72001461,01-12-2019,1.8
Nagaland,NER,25.6669979,94.11657019,01-12-2019,2
Tripura,NER,23.83540428,91.27999914,01-12-2019,4.6
Punjab,NR,31.51997398,75.98000281,,135.8
Haryana,NR,28.45000633,77.01999101,,141.4
Rajasthan,NR,26.44999921,74.63998124,,186.9
Delhi,NR,28.6699929,77.23000403,,89.4
UP,NR,27.59998069,78.05000565,,310
Uttarakhand,NR,30.32040895,78.05000565,,36.7
HP,NR,31.10002545,77.16659704,,26.4
J&K,NR,33.45,76.24,,32.7
Chandigarh,NR,30.71999697,76.78000565,,3.8
Chhattisgarh,WR,22.09042035,82.15998734,,87.6
Gujarat,WR,22.2587,71.1924,,301.2
MP,WR,21.30039105,76.13001949,,168.6
Maharashtra,WR,19.25023195,73.16017493,,408.3
Goa,WR,15.491997,73.81800065,,12.4
DNH,WR,20.26657819,73.0166178,,17.6
Andhra Pradesh,SR,14.7504291,78.57002559,,164.9
Telangana,SR,18.1124,79.0193,,176.9
Karnataka,SR,12.57038129,76.91999711,,162.4
Kerala,SR,8.900372741,76.56999263,,72.4
Tamil Nadu,SR,12.92038576,79.15004187,,314.1
Pondy,SR,11.93499371,79.83000037,,8.4
Bihar,ER,25.78541445,87.4799727,,87.7
Jharkhand,ER,23.80039349,86.41998572,,24.8
Odisha,ER,19.82042971,85.90001746,,84.3
West Bengal,ER,22.58039044,88.32994665,,155.3
Sikkim,ER,27.3333303,88.6166475,,1
Arunachal Pradesh,NER,27.10039878,93.61660071,,2.1
Assam,NER,26.7499809,94.21666744,,30.1
Manipur,NER,24.79997072,93.95001705,,2.5
Meghalaya,NER,25.57049217,91.8800142,,5.9
Mizoram,NER,23.71039899,92.72001461,,1.8
Nagaland,NER,25.6669979,94.11657019,,2.2
Tripura,NER,23.83540428,91.27999914,,4.8
Punjab,NR,31.51997398,75.98000281,,139.3
Haryana,NR,28.45000633,77.01999101,,143.8
Rajasthan,NR,26.44999921,74.63998124,,195.2
Delhi,NR,28.6699929,77.23000403,,82.2
UP,NR,27.59998069,78.05000565,,319.5
Uttarakhand,NR,30.32040895,78.05000565,,35.5
HP,NR,31.10002545,77.16659704,,26.9
J&K,NR,33.45,76.24,,37.6
Chandigarh,NR,30.71999697,76.78000565,,3.5
Chhattisgarh,WR,22.09042035,82.15998734,,89.6
Gujarat,WR,22.2587,71.1924,,305.6
MP,WR,21.30039105,76.13001949,,170.7
Maharashtra,WR,19.25023195,73.16017493,,406.3
DNH,WR,20.26657819,73.0166178,,18.5
Andhra Pradesh,SR,14.7504291,78.57002559,,163.3
Telangana,SR,18.1124,79.0193,,177
Karnataka,SR,12.57038129,76.91999711,,156.7
Kerala,SR,8.900372741,76.56999263,,69.6
Tamil Nadu,SR,12.92038576,79.15004187,,305.9
Pondy,SR,11.93499371,79.83000037,,8.3
Bihar,ER,25.78541445,87.4799727,,88.2
Odisha,ER,19.82042971,85.90001746,,85.7
West Bengal,ER,22.58039044,88.32994665,,143.9
Sikkim,ER,27.3333303,88.6166475,,0.9
Assam,NER,26.7499809,94.21666744,,31.7
Meghalaya,NER,25.57049217,91.8800142,,5.4
Nagaland,NER,25.6669979,94.11657019,,2.1
Tripura,NER,23.83540428,91.27999914,,5
Punjab,NR,31.51997398,75.98000281,,141.1
Haryana,NR,28.45000633,77.01999101,,142.9
Rajasthan,NR,26.44999921,74.63998124,,185.4
Delhi,NR,28.6699929,77.23000403,,77.8
UP,NR,27.59998069,78.05000565,,326.7
Uttarakhand,NR,30.32040895,78.05000565,,34.3
HP,NR,31.10002545,77.16659704,,25.6
J&K,NR,33.45,76.24,,39.5
Chandigarh,NR,30.71999697,76.78000565,,3.2
Chhattisgarh,WR,22.09042035,82.15998734,,88
Gujarat,WR,22.2587,71.1924,,290.5
MP,WR,21.30039105,76.13001949,,170.2
Maharashtra,WR,19.25023195,73.16017493,,392.1
DNH,WR,20.26657819,73.0166178,,17.3
Andhra Pradesh,SR,14.7504291,78.57002559,,160.7
Telangana,SR,18.1124,79.0193,,174.3
Karnataka,SR,12.57038129,76.91999711,,138.7
Kerala,SR,8.900372741,76.56999263,,64.2
Tamil Nadu,SR,12.92038576,79.15004187,,288.7
Pondy,SR,11.93499371,79.83000037,,7.4
Bihar,ER,25.78541445,87.4799727,,93.7
Odisha,ER,19.82042971,85.90001746,,82.1
West Bengal,ER,22.58039044,88.32994665,,143.4
Sikkim,ER,27.3333303,88.6166475,,0.7
Arunachal Pradesh,NER,27.10039878,93.61660071,,2.2
Assam,NER,26.7499809,94.21666744,,29.2
Meghalaya,NER,25.57049217,91.8800142,,5.2
Mizoram,NER,23.71039899,92.72001461,,1.7
Punjab,NR,31.51997398,75.98000281,,231.9
Haryana,NR,28.45000633,77.01999101,,180.5
Rajasthan,NR,26.44999921,74.63998124,,175.3
Delhi,NR,28.6699929,77.23000403,,111.8
UP,NR,27.59998069,78.05000565,,399
Uttarakhand,NR,30.32040895,78.05000565,,41
HP,NR,31.10002545,77.16659704,,29.4
J&K,NR,33.45,76.24,,41.8
Chandigarh,NR,30.71999697,76.78000565,,6
Chhattisgarh,WR,22.09042035,82.15998734,,89.2
Gujarat,WR,22.2587,71.1924,,299.5
MP,WR,21.30039105,76.13001949,,185.1
Maharashtra,WR,19.25023195,73.16017493,,377.1
